Sentence,Label
@someUSER we usually get president's day in february before 2 wks for spring break in march . that'll be it til may 31 for summer break .,2
SAI hai,1
tumhara gag aaya aur 2 w gir gaye aus k . . . ! ! !,0
hw cute . bahut achcha laga,0
Ghar Ghar modi hi modi .Jaha logo ki soch khatm hoti hai modi Ji waha se sochana suru karte hai .,0
u r losing innocence in ur jokes these days . . . lame one :-/,1
icse wale chokro chokriyo maro like if you know wat is supw,2
Happy new year,0
chalk ke bahane chakkar laga liye guddu ne . . hum to chalk lene jate the to class over hone ke baad hi aate the . . :p :p,0
Love uuuuuuuuuuuuuuuuuuuuuuuuuuuu bajrangi bhaijaan,0
Abbe ye sem bahut heavyg hoga na,2
pehle b hm kon se china ya pakistan se drte the or ab to swal b paida ni hota,0
we get to dress up in halloween costumes on wednesday . sophia grace and rosie in the building ladies and gentleman .,0
Shitg bhul gya,1
Ya allaha sab ko sahe rasta dikha,0
"blog post: vice president joe biden to present the top ten list on cbs's "" late show with david letterman , "" thursday , . . . http/URL",2
salman is me dono hi maire favourite hai hanuman ji or salman ap ye movie hit nhi super hit hogi,0
hehehe pitaayi ke beech mein bhi luncher paaji kha hi rahe hain :p :p epic :),0
takbir ! ! dr . mohamed morsi announced as egypt's 1st elected president after the glorious 25th of jan revolution . congratulations to egypt !,0
@niveda_611 may be she didnt got pk movie tickets lolz hahahhahahaha,1
rahul gandhi could be made congress president as early as april this year. #rahulonleave #rahulgandhi #bestjobever http://t.co/w6faalqho3,1
what do u want to say about this1Re = 100p . = 10px10p . = 100p/10x100p/10 . = 1re/10x1re/10 . = 1re/100 . = 100p/100 . = 1p,2
Sireela .. Nasheela ?,1
@saaxenanurag saxena ji kitne pese mile hai talwe chantne k. ab to sudhar jao #aapsweep #aappsunami,1
"just met with cj , banjo player in @someUSER come out to neighborhood theatre on june 23rd for the concert ! you won't want to miss it ! !",0
ye nahi sudhrega . . .,1
Hahah okay ap sab ke marzi ok bye,2
#Pandey ji kaha h app hum log kb se wait kar rahe h ap k #swagat k liye,0
mizzou moves back the start time for their opener w/ siue on november 10th because of football . #siuenation http/URL,2
ITS,2
ðŸ˜ƒ,1
"bob marley bhi confessions send karne lag gaya is page pe , kya baat hai , page tarakki par hai :)",0
Doc share kar Diya hun,1
come to mtsu football fan day tomorrow from 2-4 pm at murphy center ! meet the team for autographs and enjoy hotdogs and drinks !,0
jai hind mera bharat mera hindusthan,0
Abey thuuuu hai tujh par teri film par aur tere trailer par.,1
Hyd mai sabse ziyada apke fans hai salman hum to bajrangi bhaijaan zarur dekhngeeee,2
#donno1 wala actor to nhi ? :p,2
"&gt;&gt;&gt;&gt;&gt;&gt;&gt; "" we love you aap""..14 feb..celebration &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; #aapsweep",0
oye guddu . . . . try for bollywood,2
"rt @jaiminn_p: this is brilliant, 1 to go! #indvsuae",0
salman khan ji you looking owsm i love you salman me bta nhi skti ki me apki kitni bri fan hu ....,0
Insha Allah blockbuster hoge bhai abki bar 300 cross Paar bajrangi bhaijaan,2
Main trance music sun raha hu ??,2
"i had a "" nightmare "" last night where i missed the 2nd rd of my #fantasybasketball draft and they autodrafted me jr smith . #truestory lol",1
who will check what the people in maharashtra are eating? ?? #beefban not justified,2
yaar ek fielder dhoni k piche bhi laga do yaar... 2 3 4 chale gaye uske piche se... #indvssa #cwc15,2
"yaar ye eeto se jo wickets jamaaye hai bhaai ne ! (aur wide ka mark bi) , apne ko whi majey aa gye :d :d",0
Hello salman bhai...,2
no vote for bjp 10 lakh wala sut pante or khe te he ki me har garbi ke account me 15 lakh duga,1
Umm dekh le .,2
Nice song aaj ki patry meri tarf se,0
Oye yr dil nu touch kr dita ae cnfrn ta,2
@someUSER your review reminded me i still need 2 read the very 1st percy jackson book ! heroes of olympus is an offshoot series from it ?,2
apna dhoni best captain hai bhai . . . .,0
ki lete hain,2
chalk ya duster to hum hi chhipa ke rakh lete the . . .,1
"tauba , ekdm sahi , na jane kitno ka exm le dubta hai worldcup :/",1
Salman bhai aapne mera hi nai blki sab fans ka dil dukhaya hai,1
Vo sb thk h ... . phle koi ye btao k ye match cherapunji jaisi jagah kyu rakha h bc @,1
Bhut pyar krte hai hum aapse...bs aur kuch nhi..,2
Matlab,2
"get your sweat suits ! it's november and its time to lax ! practice tonight , game at @someUSER tomorrow . #fallball",0
so i have a red eye flight home from ca sat . night at 1am pst w/ layover in dallas on cst along with the clocks being pushed back an hour .,1
"Seriously , Even Admin Can be fake .. No way .. dekh kitne log pyar karte h tere se .. aisa mat kar .. yar .. P",2
rt @arvindergujral: q) which movie south africans cannot watch? a) choker bali #indvssa #maukamauka,2
movie to hit tio hogi sure bhai ki movie wo v eidd pe,0
Mtlb Kaali pariyaan Black beauty,0
plz frinds dont send me massges any body need solution of their problem just call me,2
toi israel admits 1988 killing of arafat's deputy: israel for the first time on thursday admitted responsibility . . . http/URL,1
yes . life is very difficult 4 GC .. 1 tym aisa aane wala ST SC chief minister hoga n bechara topper general rikshaw chalayega ....,2
hats off garbage bin i actually did this in my skul,0
@someUSER dm me your number and i'll send you a pic of the dress i'm wearing wednesday . it's perfect for being the black dahlia . &lt;3,0
Kahan gayab ho gaye????,2
omg the music video comes out tomorrow ! btw i still can't get over harry's voice :') http/URL,1
#cfc @someUSER is the best of the premier league ! his overall ea sports player performance index score: 217 . (1st place) #matamagic,0
koi BC ye btaega ki BC gali h ya nhi,1
Bhai kha gayab hooo,2
. . . Youg alsog,2
i love u salman vai.i always like u vaijan.khuda hamesha apki saath rahega..,0
Yes I'm ready u luk so handsome bhagwaan aapko buri nazar se bachaaye,0
Assalam walaikum.Kaise ho salman khan.Ramzan Mubarak hu....,0
this is definitely one of your best gag ! waise toh sabhi ek no rehte hai faisal bhai . bass guddu ki tie paani peete waqt upar kandhe pe rakhwa dete toh . . . it's me in school days :),2
jara chalk to le aana,2
seriously yr ullu bukhey sab kch benefit scheduld cste ko huhhh ......,1
Paglii hy kya tu Aliya Khan mene bola or tu sch man ri hye,1
abhe yeh really salman ki id h kya,2
bhag sala bakwas post update karke tym waste krta hai . .,1
o by god . . . . . . supw jaisi waat aur kisi class mein nahi lagti thi ! ! ! !,0
kya yad dila diya yar . . . . b button daba daba kar ungli mein dard ho jata tha . . .,2
"kiran ki dekhi nichta jo kumar par lagaay baat kuch bhi thi nahi thane rapat likhay , chunav aayog bhi pahuch gaye jaise ghar se kabhi na nikle sati savitri ban jaay . aaisha cm kaun kahe dubara police na paay .",1
Bhai ko mera salam,0
@sachin_rt waiting for your selfie whichbu just took at mcg #indvssa #worldcup2015,2
Khub,1
bhai ap muslim bina kesi hit karoge ye films. .,1
"deal of the hour $2622 &amp; up -- brazil , chile , uruguay &amp; argentina tours w/air: through april http/URL #deals",2
yaaar aaj pahli bar mujhe meri ma yaad ni ayi . .,0
staffroom mai jaate waqt phatati thi . . . sab milke beizzat krte the . . .,2
chargers may go 8-8 but that will make playoffs in afc . . . nfc teams must win 10 games ! fact ! @someUSER @someUSER @someUSER @someUSER,2
dtn kazakhstan: : capello ill tweak lineup for azerbaijan gamecoach fabio capello said monday he will tweak the . . . http/URL,2
deca meeting tomorrow in the media center at 7:30am . we have a lot of stuff to talk about and breakfast will be provided !,2
Nhi j ??,2
congress nahi aap nikli indian team . . . hahaha,1
Main ara hu di holibse ek din phle,1
Kamal kartey hoo.Jab bhai ayenge tou awaaz tou hougi hii.waiting for the Wright time.,2
"doga , naagraaj , super comando dhruv ki comics , game me contra , mario and cricket cassate wala game ka price 2 rupees me aadha ghatna , comics ghar le jane ke 2 rupees , dukan par padhne ke 5o paise ha ha ha sabka bachcpan ek tha .",0
yay ! ! ! we are front page on will ferrell's funny or die for the 24th time ! check it out ! . . . http/URL,0
shan ke expression mast lage :p,0
kb aayega???,2
Koi realg timeg projectg ho toh jyada acha h,2
Like Stan,2
no words for your creativity,0
wo to election mi is feku ko pata chal jaega,1
Bhai ek bar hamse bat karlo cuz hame ek achievement mil jayega apse bat karne ka,0
Yo,2
going to buffalo wild wings tomorrow with my life long friend israel and my brother . . that's what i call a good night . #knicksnation,0
ab ye sab faltu ki baat karke raina ka life kharab mat karo . . .,0
"main to pura dabba uthata tha staff room se , aur 2 chalk teacher ko deta tha , baaki apni jeb me . . . :p",2
the big l is strictly gunplay i run thru church n pistol whip the priest every sunday . damn :|,1
this time tomorrow night ill be partying it up in chapel hill :) #cantwait,0
Phle ap btak hmri bhabhi ksi h,2
but u cn nvr b perfect itna pata chl gya tere cnfssn se,1
lehen ke bode itne din se kaha mar gaya tha ? ? ?,1
Salman tu reply q nhi kar raha please please,2
@someUSER we are having a politics and pancakes program in the building next tuesday night--you are welcome to come !,0
abay salay chor ye dialouge tunay the viral fever k episode say churay hai . . or likhta tah meri kahani . . madarchoo##### chor,1
don't worry they have misbah afridi akmal to screw it up for them.. #indvspak,1
"aur bole humare cm, khet uski jo boye, yeh na humari na modi sarkar ki, hum akbaar mein surkhiyan dhoonde, 2014 mayi #landacquisitionbill",2
Jise bhi apne profile pic par 1000+ like lena hai add kar ke massege karo only indians,2
Reply plz bhai,2
Car mein ho,1
rt @aishrajawat: rehndo #uae tumse na ho paega...!! #indvsuae #cwc15,1
join indian social site http/URL,2
Iove you sulman bhai,0
india is bar haregi . . karon jo new khilari he bo log australia and newzilen ki krish may jayda sofol nehi he . .,1
Bhai ne btaya,2
"Saale get a life . Jerk ! Itni si baat pe breakup ? Girl friend banane se pehle nhi pta tha ? Andha hogya tha ? Guys like you are after \ "" Inky pinky\ "" girls ! Bimbos /",1
guddu gayab ho gaya swater me,2
just awesome bonding pawan-munni,0
rupee ke girne se yaad aaya sonia gandhi ke tbyat kaise hai # pappu p,2
mera india jitega world cup,0
Gret is gret khan salman,0
sir 4 baje se lgi hue hu kuch to rpy kr do,2
Bhai tu delhi walo ka nam ku kharab kar raha itni tatti english likhi he gramaticl mistks kafi he yr eg . On ma byk ko tune in ma byk likh rakha he kya tu apni gf ko byk ke andr lkr ata tha,1
aur aap kaise he,2
*warna,1
cooldwn yr m milta hu na kal tujhse .. sb thk ho jaega .. blv me,0
we closing out the knicks tomorrow,2
Tu aaya nhi ?,1
Hhhe,0
seems like a good showing by @sureshpprabhu! increases expectations from @arunjaitley now! #budget2015 #railbudget2015 #bjp,0
premier league: west ham v man city on saturday . our preview looks at the stats &amp; has some interesting betting tips: http/URL,0
na,2
Abhi abhi pahunch gaya,2
tune woh projectg ka kar diya,2
"goodnight bots ! tomorrow remember 106 &amp; park , mobo twitter chat , and david letterman with @someUSER good day for the bots !",0
rula diya guddu ;(,1
aur ye laga desi sixer. dhoni sixer. #indvspak #indiavspakistan,0
#sarika clicks my pic with @aksharahaasan1 just b4 the screening @shamitabh premier n before a star is born today... http://t.co/tt2mxzn1wg,2
Sir kabi Jammu Kashmir k ITI k haalat toh dekho koi staff nahi koi metrial nahi aur aap skill development ki baat karte ho,1
"guddu k pillow b smile kr re , guddu ki tarah ! !",2
love u maa,0
bhai bajrangi bhaijaan pendant mila mujhe...Aaj ki party meri taraf se song launching par in JW Marriott Hotel me... thnx bhai,0
"@someUSER is gonna be in louisville , kentucky tomorrow &amp; i can't go to the show . i guess i'll just sit and listen to his music &amp; pretend",1
congrats....bjp govt banane ke 9 mahine baad aaj aap ki govt bhi ban gai.... #aapsweep,0
"delhi high court says bjp-controlledmcd is running a 'ganda bharatabhiyan' in delhi "" swachh bharat abhiyan "" is what theyclaim to be running , but the bjp'sperformance in the mcd shows that whatthey actually do , is the exact opposite . it is the basic responsibility of amunicipal body to keep the city clean . ifthe bjp has been unable to performsuch an elementary task , how can it govern the city ?",2
"virat kohli: ""the wicket was not as easy as raina made it look. it's two-paced. chasing 300 won't be easy."" #indvspak",2
beta hum bhi engineering college mein baith ke yhi soch rahe h P,2
apka fan ho bangladesh me plz cal sallu bhai met u +8801719447771 cal bhai,0
"the govt is in power for five years. so by making the budget realistic and not populist, the govt did a right thing. #unionbudget2015",0
Bahut sundar. Hardik subhkamnaye,0
"no matter where you are and what you're doing , she will always call you by your pet name .",2
main to bs school me prayer k baad milne wale ladoo ki wait krta,2
Hhaha,0
Rakh rha hun,2
kachua sir angrezi bolta hai kyaa :p,0
Thk h Sundayg chalna h phr,2
kya baat hai ! ! guddu phir se dher sare gags banane laga . . . . :),0
supprrrrrrrrrrrrrrr salllu bhai,0
wicketkeeping krte hue pitajik gloves pehen k badhiya feel aata tha,0
"#superbudget e susra budget bahute technical lagat h, cigarette iit, iim,tax chod deyo toh hazar crore ki baat lul lagat h #unionbudget2015",1
kya game hote the us timw ke . . jhakkas,0
"guddu ki to lag gyi , band aakhon par hero tha , aankh khuli to zero :d",1
Koi plan toh nhi h waise abhi,1
"nothing is going to change between now and wednesday . if acta has went this long w/o being canned , might as well finish the season w/him .",2
7pts 4 assts for harden in the 1st quarter . . . him and lin gon play aight together,2
@arvindkejriwal platform pe sone wale logo ko ghar dene ki mang pe dharna pe jayenge #railbudget2015 #prabhukirail,0
honest man arbind kejiriwal . . sory arbind i cant vote fr u bcoz im from nepal . .,0
